assists,faceoffWinPctg,gameWinningGoals,gamesPlayed,goals,otGoals,penaltyMinutes,playerBirthCity,playerBirthCountry,playerBirthDate,playerBirthStateProvince,playerDraftOverallPickNo,playerDraftRoundNo,playerDraftYear,playerFirstName,playerHeight,playerId,playerInHockeyHof,playerIsActive,playerLastName,playerName,playerNationality,playerPositionCode,playerShootsCatches,playerTeamsPlayedFor,playerWeight,plusMinus,points,pointsPerGame,ppGoals,ppPoints,seasonId,shGoals,shPoints,shiftsPerGame,shootingPctg,shots,timeOnIcePerGame
8,0.0,1,57,3,0,16,Chicago,USA,1993-07-13,IL,97,4,2011,Mike,73,8476422,0,1,Reilly,Mike Reilly,USA,D,L,MTL,195,0,11,0.1929,1,1,20182019,0,0,23.3157,0.0297,101,1120.5438
11,0.0,0,37,2,0,10,Gothenburg,SWE,1991-01-27,,132,5,2010,Tim,71,8475841,0,1,Heed,Tim Heed,SWE,D,R,SJS,180,9,13,0.3513,1,3,20182019,0,0,18.1351,0.0487,41,862.1081
26,0.4956,4,77,21,1,52,Vasteras,SWE,1989-03-17,,24,1,2007,Mikael,72,8474150,0,1,Backlund,Mikael Backlund,SWE,C,L,CGY,200,34,47,0.6103,1,2,20182019,1,2,23.1948,0.1024,205,1073.5194
2,0.5,0,9,1,0,0,Pardubice,CZE,1999-11-27,,6,1,2018,Filip,72,8480821,0,1,Zadina,Filip Zadina,CZE,R,L,DET,195,-5,3,0.3333,1,2,20182019,0,0,20.2222,0.0555,18,923.1111
10,0.2857,3,52,7,0,14,Rochester,USA,1985-03-21,NY,127,4,2004,Ryan,70,8471339,0,1,Callahan,Ryan Callahan,USA,R,R,TBL,187,7,17,0.3269,1,1,20182019,0,1,16.25,0.0921,76,668.3461
12,0.0,0,82,1,0,41,Indianapolis,USA,1987-01-13,IN,3,1,2005,Jack,73,8471677,0,1,Johnson,Jack Johnson,USA,D,L,PIT,227,-4,13,0.1585,1,2,20182019,0,2,25.9024,0.0116,86,1156.7073
24,0.2903,5,81,22,0,24,Campbell River,CAN,1992-05-02,BC,6,1,2010,Brett,75,8475792,0,1,Connolly,Brett Connolly,CAN,R,R,WSH,195,13,46,0.5679,1,2,20182019,0,0,15.6419,0.1582,139,799.8024
15,0.4361,0,82,11,0,58,Brandon,CAN,1989-12-24,MB,127,5,2008,Matt,71,8474685,0,1,Calvert,Matt Calvert,CAN,L,L,COL,186,-10,26,0.317,1,2,20182019,0,2,19.2317,0.078,141,851.5121
22,0.0,0,76,6,0,44,Helsingborg,SWE,1994-01-20,,6,1,2012,Hampus,75,8476854,0,1,Lindholm,Hampus Lindholm,SWE,D,L,ANA,211,-5,28,0.3684,1,6,20182019,0,1,30.0131,0.048,125,1439.6842
2,0.0,1,20,4,0,6,Zilina,SVK,1995-08-02,,90,3,2013,Peter,74,8477417,0,1,Cehlarik,Peter Cehlarik,SVK,L,L,BOS,202,3,6,0.3,1,1,20182019,0,0,15.75,0.1333,30,755.6
0,0.0,0,8,1,0,2,Windsor,CAN,1993-01-24,ON,24,1,2011,Matt,73,8476477,0,1,Puempel,Matt Puempel,CAN,L,L,DET,205,-2,1,0.125,1,1,20182019,0,0,14.5,0.1,10,624.125
25,0.5714,1,51,8,0,6,Stockholm,SWE,1998-07-30,,162,6,2016,Jesper,70,8479407,0,1,Bratt,Jesper Bratt,SWE,L,L,NJD,175,-8,33,0.647,1,8,20182019,0,0,18.8431,0.0879,91,910.0588
23,0.1666,2,77,11,0,16,Langley,CAN,1995-07-05,BC,116,4,2014,Danton,73,8478046,0,1,Heinen,Danton Heinen,CAN,C,L,BOS,188,13,34,0.4415,1,7,20182019,0,0,17.4675,0.0964,114,838.2337
10,0.375,2,72,11,0,96,Ayr,CAN,1991-01-13,ON,35,2,2009,Kyle,74,8475160,0,1,Clifford,Kyle Clifford,CAN,L,L,LAK,211,4,21,0.2916,1,1,20182019,0,0,15.0555,0.0956,115,629.2222
16,0.5384,1,62,7,0,24,Winnipeg,CAN,1994-05-19,MB,89,3,2012,Brendan,70,8476894,0,1,Leipsic,Brendan Leipsic,CAN,L,L,"VAN, LAK",182,-14,23,0.3709,1,4,20182019,0,0,18.1935,0.076,92,827.0322
26,0.4482,3,33,11,0,16,Calgary,CAN,1991-11-14,AB,1,1,2010,Taylor,73,8475791,0,1,Hall,Taylor Hall,CAN,L,L,NJD,205,-6,37,1.1212,1,12,20182019,0,0,22.0303,0.0973,113,1181.2121
7,0.5,1,32,6,0,14,London,CAN,1989-08-10,ON,6,1,2007,Sam,71,8474040,0,1,Gagner,Sam Gagner,CAN,C,R,"VAN, EDM",200,-6,13,0.4062,1,1,20182019,0,0,18.625,0.0882,68,875.0937
23,0.4,4,82,24,0,27,Prague,CZE,1996-02-28,,13,1,2014,Jakub,72,8477944,0,1,Vrana,Jakub Vrana,CZE,L,L,WSH,197,20,47,0.5731,1,4,20182019,0,0,17.256,0.149,161,842.4146
20,0.4731,3,72,15,1,14,Hastings,USA,1990-06-18,MN,51,2,2008,Derek,72,8474613,0,1,Stepan,Derek Stepan,USA,C,R,ARI,196,-2,35,0.4861,1,3,20182019,3,3,25.625,0.0769,195,1153.4166
24,0.0,0,79,3,0,40,Stockholm,SWE,1981-01-12,,29,1,2000,Niklas,72,8468509,0,1,Kronwall,Niklas Kronwall,SWE,D,L,DET,194,-5,27,0.3417,1,8,20182019,0,0,25.9113,0.0422,71,1197.1772
9,0.0,2,62,5,0,57,Trencin,SVK,1977-03-18,,56,3,1996,Zdeno,81,8465009,0,1,Chara,Zdeno Chara,SVK,D,L,BOS,250,22,14,0.2258,1,3,20182019,0,0,24.4354,0.0505,99,1264.6612
21,0.0,3,54,7,1,45,Long Beach,USA,1997-12-21,NY,14,1,2016,Charlie,72,8479325,0,1,McAvoy,Charlie McAvoy,USA,D,R,BOS,208,14,28,0.5185,1,2,20182019,0,1,26.8148,0.0886,79,1330.3703
34,0.5433,2,67,14,1,58,Regina,CAN,1985-05-10,SK,19,1,2003,Ryan,76,8470612,0,1,Getzlaf,Ryan Getzlaf,CAN,C,R,ANA,225,-19,48,0.7164,1,11,20182019,0,0,23.4029,0.1052,133,1167.7611
23,0.4844,0,75,2,0,12,Stockholm,SWE,1994-09-22,,14,1,2013,Alexander,74,8477505,0,1,Wennberg,Alexander Wennberg,SWE,C,L,CBJ,196,-1,25,0.3333,1,6,20182019,1,3,19.96,0.0312,64,904.64
4,0.4166,1,47,8,0,6,Minneapolis,USA,1991-11-01,MN,31,2,2010,Tyler,74,8475752,0,1,Pitlick,Tyler Pitlick,USA,C,R,DAL,200,-2,12,0.2553,1,1,20182019,0,0,20.6808,0.1066,75,802.9361
31,0.0,1,82,10,1,87,Hamilton,CAN,1995-02-04,ON,7,1,2013,Darnell,76,8477498,0,1,Nurse,Darnell Nurse,CAN,D,L,EDM,221,-5,41,0.5,1,9,20182019,0,1,28.1219,0.051,196,1429.2195
38,0.5508,3,81,22,0,30,Jesenice,SVN,1987-08-24,,11,1,2005,Anze,75,8471685,0,1,Kopitar,Anze Kopitar,SVN,C,L,LAK,225,-20,60,0.7407,1,19,20182019,2,2,26.4938,0.141,156,1338.395
27,0.0,1,42,4,0,69,Roseau,USA,1985-03-27,MN,245,8,2003,Dustin,77,8470834,0,1,Byfuglien,Dustin Byfuglien,USA,D,R,WPG,260,4,31,0.738,1,16,20182019,0,0,23.5952,0.0347,115,1461.5238
23,1.0,0,84,2,0,66,Skellefteå,SWE,1996-05-08,,38,2,2014,Marcus,75,8477969,0,1,Pettersson,Marcus Pettersson,SWE,D,L,"ANA, PIT",177,17,25,0.2976,1,5,20182019,0,1,23.3452,0.0229,87,1000.9166
27,0.0,2,82,8,0,56,Brantford,CAN,1994-04-11,ON,55,2,2014,Brandon,72,8477986,0,1,Montour,Brandon Montour,CAN,D,R,"ANA, BUF",193,-20,35,0.4268,1,6,20182019,0,0,27.4634,0.0441,181,1346.9146
3,1.0,1,19,4,0,6,Fergus,CAN,1988-08-05,ON,36,2,2006,Jamie,73,8473465,0,1,McGinn,Jamie McGinn,CAN,L,L,FLA,205,-5,7,0.3684,1,1,20182019,0,0,15.3684,0.1739,23,640.6315
2,0.4848,0,26,4,0,6,Huntington,USA,1989-02-14,NY,11,1,2007,Brandon,75,8474091,0,1,Sutter,Brandon Sutter,CAN,C,R,VAN,190,-12,6,0.2307,1,1,20182019,1,1,26.0,0.093,43,1048.0384
11,0.3793,1,78,6,0,22,Toronto,CAN,1987-06-14,ON,25,1,2005,Andrew,70,8471699,0,1,Cogliano,Andrew Cogliano,CAN,C,L,"ANA, DAL",177,1,17,0.2179,1,1,20182019,0,0,19.8333,0.0566,106,755.4487
20,0.3157,0,71,8,0,18,Prague,CZE,1994-08-08,,137,5,2015,Dominik,71,8478866,0,1,Simon,Dominik Simon,CZE,C,L,PIT,190,8,28,0.3943,1,3,20182019,0,0,18.4647,0.0661,121,799.4929
7,0.0,0,39,3,0,8,Keswick,CAN,1994-11-13,ON,,,,Sean,71,8480336,0,1,Walker,Sean Walker,CAN,D,R,LAK,196,-8,10,0.2564,1,1,20182019,0,0,20.0769,0.0545,55,925.8974
13,0.0,0,29,2,0,4,Kelowna,CAN,1990-07-06,BC,43,2,2008,Justin,74,8474602,0,1,Schultz,Justin Schultz,CAN,D,R,PIT,193,0,15,0.5172,1,6,20182019,0,0,26.4482,0.0425,47,1230.0689
21,0.0,1,61,9,0,8,St. Cloud,USA,1991-07-16,MN,,,,Nate,73,8477220,0,1,Schmidt,Nate Schmidt,USA,D,L,VGK,194,22,30,0.4918,1,8,20182019,0,0,25.836,0.0803,112,1317.0491
8,0.4102,0,57,5,0,18,Milwaukee,USA,1985-10-30,WI,13,1,2004,Drew,74,8471226,0,1,Stafford,Drew Stafford,USA,R,R,NJD,215,-7,13,0.228,1,2,20182019,0,0,15.228,0.0649,77,735.9298
20,0.5516,0,54,7,0,16,Calgary,CAN,1996-05-01,AB,8,1,2014,William,72,8477939,0,1,Nylander,William Nylander,SWE,R,R,TOR,191,-4,27,0.5,1,6,20182019,0,0,21.2037,0.0538,130,930.9444
20,0.4074,3,78,11,0,44,Zhukovskiy,RUS,1992-11-22,,27,1,2011,Vladislav,72,8476480,0,1,Namestnikov,Vladislav Namestnikov,RUS,C,L,NYR,184,-7,31,0.3974,1,3,20182019,2,5,21.1666,0.0924,119,947.5384
24,0.3606,2,82,13,0,6,Plana,CZE,1995-07-02,,,,,Dominik,71,8480946,0,1,Kahun,Dominik Kahun,DEU,C,L,CHI,175,10,37,0.4512,1,2,20182019,0,0,18.6707,0.0948,137,849.0243
23,0.0,2,61,5,1,16,Karlstad,SWE,1993-07-20,,19,1,2011,Oscar,75,8476472,0,1,Klefbom,Oscar Klefbom,SWE,D,L,EDM,216,-11,28,0.459,1,11,20182019,0,0,27.7868,0.0299,167,1438.7213
18,0.0,0,77,4,0,32,London,CAN,1993-05-01,ON,178,6,2011,Dylan,73,8476331,0,1,DeMelo,Dylan DeMelo,CAN,D,R,OTT,195,-1,22,0.2857,0,3,20182019,0,1,25.6103,0.0366,109,1157.0519
1,0.5,0,6,0,0,0,Philadelphia,USA,1989-02-10,PA,42,2,2007,Eric,76,8474025,0,1,Tangradi,Eric Tangradi,USA,L,L,NJD,226,-3,1,0.1666,0,0,20182019,0,0,17.1666,0.0,10,826.8333
22,0.0,0,82,4,0,18,Eden Prairie,USA,1991-03-20,MN,16,1,2009,Nick,72,8475181,0,1,Leddy,Nick Leddy,USA,D,L,NYI,207,0,26,0.317,0,10,20182019,0,0,26.0121,0.0344,116,1293.0
0,0.0,0,1,0,0,2,Pilsen,CZE,1991-05-12,,,,,Jakub,71,8480143,0,1,Jerabek,Jakub Jerabek,CZE,D,L,STL,199,-3,0,0.0,0,0,20182019,0,0,15.0,0.0,1,472.0
15,0.0,0,73,2,0,23,Kingston,CAN,1993-03-10,ON,54,2,2011,Scott,74,8476449,0,1,Harrington,Scott Harrington,CAN,D,L,CBJ,207,6,17,0.2328,0,0,20182019,0,0,18.3287,0.037,54,782.863
3,0.5,0,21,1,0,0,Togliatti,RUS,1997-06-07,,12,1,2015,Denis,74,8478495,0,1,Gurianov,Denis Gurianov,RUS,R,L,DAL,195,-3,4,0.1904,0,1,20182019,0,0,16.619,0.0434,23,652.3333
11,0.0,1,78,3,0,10,Middletown,USA,1991-07-24,NJ,,,,Trevor,74,8477845,0,1,van Riemsdyk,Trevor van Riemsdyk,USA,D,R,CAR,192,-4,14,0.1794,0,0,20182019,0,0,20.0384,0.0294,102,903.5128
37,0.0,1,82,9,0,34,St. Paul,USA,1989-06-13,MN,12,1,2007,Ryan,73,8474151,0,1,McDonagh,Ryan McDonagh,USA,D,L,TBL,215,38,46,0.5609,0,3,20182019,0,3,25.1951,0.0703,128,1325.2926
10,0.0,0,82,0,0,44,Eksjo,SWE,1987-06-06,,108,4,2005,Niklas,75,8471769,0,1,Hjalmarsson,Niklas Hjalmarsson,SWE,D,L,ARI,197,8,10,0.1219,0,0,20182019,0,2,24.9634,0.0,57,1181.9024
11,0.4385,2,77,7,0,42,Meadow Lake,CAN,1986-02-18,SK,47,2,2004,Blake,73,8471260,0,1,Comeau,Blake Comeau,CAN,L,R,DAL,200,-7,18,0.2337,0,0,20182019,0,0,23.0649,0.0686,102,943.5844
1,0.0,0,19,1,0,8,Anaheim,USA,1995-08-05,CA,31,2,2013,Ian,75,8477452,0,1,McCoshen,Ian McCoshen,USA,D,L,FLA,217,-2,2,0.1052,0,0,20182019,0,0,18.421,0.0666,15,799.1578
2,0.0,1,52,3,0,35,Karlskrona,SWE,1984-03-02,,291,9,2002,Jonathan,76,8470318,0,1,Ericsson,Jonathan Ericsson,SWE,D,L,DET,220,-10,5,0.0961,0,0,20182019,0,0,23.75,0.0625,48,1033.173
12,0.0,0,61,3,0,14,St. Albert,CAN,1987-05-15,AB,,,,Nick,76,8474207,0,1,Holden,Nick Holden,CAN,D,L,VGK,214,5,15,0.2459,0,0,20182019,0,2,22.8688,0.0389,77,1097.5409
7,0.0,0,50,1,0,22,Edmonton,CAN,1990-02-23,AB,83,3,2009,Kevin,74,8475246,0,1,Connauton,Kevin Connauton,CAN,D,L,ARI,205,-2,8,0.16,0,0,20182019,0,2,22.66,0.0133,75,1101.1
2,0.0,0,14,0,0,14,"Garden River, First Nations",CAN,1989-06-23,ON,185,7,2009,Jordan,75,8475325,0,1,Nolan,Jordan Nolan,CAN,C,L,STL,219,2,2,0.1428,0,0,20182019,0,0,11.7857,0.0,17,476.2857
1,0.0,0,4,0,0,0,Sandy,USA,1995-03-30,UT,,,,Daniel,75,8480771,0,1,Brickley,Daniel Brickley,USA,D,L,LAK,203,-2,1,0.25,0,0,20182019,0,0,18.5,0.0,2,768.5
0,0.3333,0,9,1,0,6,Barrie,CAN,1999-09-13,ON,47,2,2017,Alex,74,8480029,0,1,Formenton,Alex Formenton,CAN,L,L,OTT,165,-2,1,0.1111,0,0,20182019,0,0,15.3333,0.0625,16,700.1111
0,0.0,0,8,0,0,7,Eisenstadt,AUT,1994-11-30,,27,1,2013,Marko,71,8477448,0,1,Dano,Marko Dano,SVK,C,L,COL,212,-1,0,0.0,0,0,20182019,0,0,10.75,0.0,3,413.0
12,0.6153,2,60,8,0,21,Salem,USA,1994-11-09,MA,61,2,2013,Zach,76,8477482,0,1,Sanford,Zach Sanford,USA,L,L,STL,207,8,20,0.3333,0,1,20182019,0,0,17.2833,0.1038,77,754.7333
12,0.0,0,62,4,0,12,Welland,CAN,1984-04-29,ON,,,,Dan,73,8471958,0,1,Girardi,Dan Girardi,CAN,D,R,TBL,212,6,16,0.258,0,0,20182019,0,1,22.1129,0.0533,75,1068.0161
5,0.5131,0,15,2,0,10,Pori,FIN,1991-03-23,,181,7,2009,Erik,72,8475287,0,1,Haula,Erik Haula,FIN,C,L,VGK,193,1,7,0.4666,0,1,20182019,0,0,19.2666,0.0769,26,995.2666
0,0.0,0,5,0,0,4,Lac-Beauport,CAN,1995-07-12,QC,11,1,2013,Samuel,78,8477502,0,1,Morin,Samuel Morin,CAN,D,L,PHI,202,-3,0,0.0,0,0,20182019,0,0,17.2,0.0,5,742.2
7,0.3333,1,50,4,0,4,Calgary,CAN,1993-02-05,AB,32,2,2011,Ty,72,8476427,0,1,Rattie,Ty Rattie,CAN,R,R,EDM,183,-2,11,0.22,0,1,20182019,0,0,15.22,0.0476,84,680.74
0,0.3333,0,5,1,0,4,Prague,CZE,1997-06-03,,48,2,2015,Filip,73,8478488,0,1,Chlapik,Filip Chlapik,CZE,C,L,OTT,196,-2,1,0.2,0,0,20182019,0,0,17.0,0.1111,9,831.8
0,0.0,0,1,0,0,0,Repentigny,CAN,1995-03-27,QC,39,2,2013,Laurent,73,8477460,0,1,Dauphin,Laurent Dauphin,CAN,C,L,ARI,180,-1,0,0.0,0,0,20182019,0,0,17.0,0.0,2,739.0
7,0.0,1,63,6,0,26,Montreal,CAN,1990-02-23,QC,55,2,2008,Marco,75,8474618,0,1,Scandella,Marco Scandella,CAN,D,L,BUF,210,-13,13,0.2063,0,0,20182019,0,1,22.3809,0.0722,83,1056.619
0,0.0,0,1,0,0,0,Saskatoon,CAN,1996-05-27,SK,101,4,2014,Nelson,74,8478031,0,1,Nogier,Nelson Nogier,CAN,D,R,WPG,191,0,0,0.0,0,0,20182019,0,0,11.0,0.0,1,606.0
0,0.0,0,9,0,0,6,Markham,CAN,1994-07-18,ON,162,6,2012,Joseph,71,8477010,0,1,Blandisi,Joseph Blandisi,CAN,C,L,"ANA, PIT",187,-1,0,0.0,0,0,20182019,0,0,11.1111,0.0,8,446.6666
8,0.0,1,30,4,0,6,Quebec City,CAN,1995-03-17,QC,107,4,2015,Christian,74,8478846,0,1,Wolanin,Christian Wolanin,CAN,D,L,OTT,185,3,12,0.4,0,3,20182019,0,0,22.4333,0.1111,36,1039.5333
3,0.0,0,36,0,0,12,Island Park,USA,1990-07-15,NY,168,6,2010,Anthony,73,8475868,0,1,Bitetto,Anthony Bitetto,USA,D,L,"NSH, MIN",210,-7,3,0.0833,0,0,20182019,0,0,15.6388,0.0,30,715.5
8,0.0,0,59,2,0,47,Thunder Bay,CAN,1989-03-18,ON,78,3,2007,Robert,76,8474145,0,1,Bortuzzo,Robert Bortuzzo,CAN,D,R,STL,216,9,10,0.1694,0,0,20182019,0,1,22.4237,0.0266,75,928.3898
19,0.0,2,74,7,0,18,Ottawa,CAN,1993-12-21,ON,15,1,2012,Cody,74,8476879,0,1,Ceci,Cody Ceci,CAN,D,R,OTT,209,-22,26,0.3513,0,1,20182019,0,0,27.6756,0.053,132,1353.6621
1,0.5135,0,6,0,0,2,Markham,CAN,1992-02-04,ON,144,5,2010,Sam,72,8475842,0,1,Carrick,Sam Carrick,CAN,C,R,ANA,204,-1,1,0.1666,0,0,20182019,0,0,16.0,0.0,5,613.1666
8,0.5133,0,72,7,0,30,Winkler,CAN,1985-09-07,MB,18,1,2003,Eric,76,8470611,0,1,Fehr,Eric Fehr,CAN,C,R,MIN,209,-8,15,0.2083,0,0,20182019,0,1,16.1527,0.1044,67,662.5694
7,0.0,0,53,2,0,32,San Francisco,USA,1980-09-26,CA,18,1,2000,Brooks,75,8468498,0,1,Orpik,Brooks Orpik,USA,D,L,WSH,217,8,9,0.1698,0,0,20182019,0,0,19.4339,0.0465,43,939.7924
2,0.0,0,39,2,0,25,Prince George,CAN,1990-06-04,BC,,,,Brandon,73,8475430,0,1,Manning,Brandon Manning,CAN,D,L,"CHI, EDM",205,-15,4,0.1025,0,0,20182019,0,0,22.0,0.0606,33,890.4615
8,0.549,3,66,19,0,22,Belleville,CAN,1985-02-04,ON,163,5,2003,Brad,72,8470755,0,1,Richardson,Brad Richardson,CAN,C,L,ARI,190,6,27,0.409,0,0,20182019,3,6,23.4696,0.1484,128,957.8787
3,0.0,0,30,1,0,2,Haapavesi,FIN,1996-10-10,,198,7,2015,Sami,73,8478915,0,1,Niku,Sami Niku,FIN,D,L,WPG,176,0,4,0.1333,0,0,20182019,0,0,16.1333,0.0526,19,835.0666
5,0.3829,0,52,4,0,18,Kramfors,SWE,1988-09-19,,122,5,2007,Mario,72,8474131,0,1,Kempe,Mario Kempe,SWE,R,L,ARI,185,5,9,0.173,0,0,20182019,0,0,17.6538,0.0701,57,671.0192
0,0.0,0,9,0,0,0,Slave Lake,CAN,1996-05-10,AB,48,2,2014,Nicolas,71,8477979,0,1,Aube-Kubel,Nicolas Aube-Kubel,CAN,R,R,PHI,187,1,0,0.0,0,0,20182019,0,0,8.0,0.0,2,335.3333
9,0.0,0,74,1,0,53,Stockholm,SWE,1992-02-08,,41,2,2010,Patrik,75,8475747,0,1,Nemeth,Patrik Nemeth,SWE,D,L,COL,219,5,10,0.1351,0,0,20182019,0,1,20.6486,0.0175,57,989.2162
4,0.0,0,29,0,0,10,Jyväskylä,FIN,1995-12-03,,14,1,2014,Julius,71,8477945,0,1,Honka,Julius Honka,FIN,D,R,DAL,180,-2,4,0.1379,0,0,20182019,0,0,19.2068,0.0,38,822.7931
4,0.0,0,24,0,0,6,Bojnice,SVK,1986-06-08,,71,3,2004,Andrej,72,8471284,0,1,Sekera,Andrej Sekera,SVK,D,L,EDM,200,3,4,0.1666,0,1,20182019,0,0,22.8333,0.0,28,989.3333
0,0.5384,0,6,0,0,2,Amos,CAN,1997-02-05,QC,96,4,2015,Nicolas,76,8478462,0,1,Roy,Nicolas Roy,CAN,C,R,CAR,205,0,0,0.0,0,0,20182019,0,0,11.6666,0.0,1,417.0
1,0.75,0,6,0,0,0,Eden Prairie,USA,1992-10-24,MN,90,3,2011,Kyle,68,8476415,0,1,Rau,Kyle Rau,USA,C,L,MIN,176,0,1,0.1666,0,0,20182019,0,0,10.3333,0.0,6,420.8333
15,0.0,3,52,5,1,39,Detroit,USA,1990-03-07,MI,,,,Danny,75,8477215,0,1,DeKeyser,Danny DeKeyser,USA,D,L,DET,192,2,20,0.3846,0,0,20182019,0,0,28.4423,0.0847,59,1318.0384
8,1.0,0,72,2,0,47,Colorado Springs,USA,1996-11-26,CO,37,2,2015,Brandon,77,8478443,0,1,Carlo,Brandon Carlo,USA,D,R,BOS,212,22,10,0.1388,0,0,20182019,0,2,25.5555,0.0172,116,1255.3611
0,0.0,0,10,0,0,0,Ottawa,CAN,1996-06-12,ON,,,,Ryan,73,8481426,0,1,Kuffner,Ryan Kuffner,CAN,L,L,DET,195,-4,0,0.0,0,0,20182019,0,0,15.0,0.0,8,656.1
3,0.0,0,22,1,0,8,Munich,DEU,1988-02-16,,111,4,2006,Korbinian,75,8473560,0,1,Holzer,Korbinian Holzer,DEU,D,R,ANA,218,5,4,0.1818,0,0,20182019,0,0,23.7727,0.0666,15,964.0
15,0.375,0,80,14,0,41,Toronto,CAN,1991-12-31,ON,,,,Brandon,72,8479293,0,1,Tanev,Brandon Tanev,CAN,L,L,WPG,180,9,29,0.3625,0,0,20182019,2,3,21.0625,0.1102,127,846.6125
16,0.4262,2,81,12,0,50,Kramfors,SWE,1996-09-13,,29,1,2014,Adrian,74,8477960,0,1,Kempe,Adrian Kempe,SWE,C,L,LAK,201,-10,28,0.3456,0,4,20182019,0,0,20.9382,0.1016,118,870.0123
1,0.0,0,1,0,0,0,Minnetonka,USA,1995-05-11,MN,,,,Jimmy,73,8481486,0,1,Schuldt,Jimmy Schuldt,USA,D,L,VGK,205,-1,1,1.0,0,0,20182019,0,0,22.0,0.0,1,1263.0
34,0.0,1,82,6,1,70,Winnipeg,CAN,1983-07-16,MB,54,2,2002,Duncan,73,8470281,0,1,Keith,Duncan Keith,CAN,D,L,CHI,192,13,40,0.4878,0,3,20182019,0,1,27.7073,0.0425,141,1381.0487
13,0.0,0,72,3,0,27,Caroline,CAN,1987-05-02,AB,67,3,2005,Kris,70,8471729,0,1,Russell,Kris Russell,CAN,D,L,EDM,170,5,16,0.2222,0,0,20182019,0,1,25.8055,0.0476,63,1225.6388
3,0.0,0,39,1,0,16,Bronxville,USA,1995-03-07,NY,42,2,2013,Steven,74,8477463,0,1,Santini,Steven Santini,USA,D,R,NJD,205,-6,4,0.1025,0,0,20182019,0,0,21.4615,0.0243,41,999.3846
3,0.2222,0,28,2,0,2,St. Petersburg,RUS,1995-05-15,,37,2,2013,Valentin,72,8477458,0,1,Zykov,Valentin Zykov,RUS,L,R,"CAR, EDM, VGK",220,-5,5,0.1785,0,2,20182019,0,0,12.2142,0.0689,29,597.0714
12,0.0,1,81,4,0,52,Davidson,CAN,1991-01-21,SK,66,3,2009,Brayden,76,8475188,0,1,McNabb,Brayden McNabb,CAN,D,L,VGK,212,11,16,0.1975,0,0,20182019,0,1,23.7901,0.0476,84,1168.716
18,0.3421,4,65,16,0,26,Kladno,CZE,1988-02-17,,10,1,2006,Michael,73,8473564,0,1,Frolik,Michael Frolik,CZE,R,L,CGY,190,24,34,0.523,0,0,20182019,2,2,17.5076,0.1212,132,801.6769
0,0.0,0,7,0,0,5,Moscow,RUS,1995-01-13,,175,6,2016,Maxim,74,8479553,0,1,Mamin,Maxim Mamin,RUS,C,L,FLA,206,-2,0,0.0,0,0,20182019,0,0,11.2857,0.0,8,440.8571
1,0.0,0,20,0,0,2,Carlyle,CAN,1996-07-08,SK,7,1,2014,Haydn,75,8477938,0,1,Fleury,Haydn Fleury,CAN,D,L,CAR,208,4,1,0.05,0,0,20182019,0,0,17.0,0.0,17,752.0
8,0.3769,0,51,5,0,31,London,CAN,1996-02-28,ON,157,6,2015,Brett,69,8478881,0,1,Seney,Brett Seney,CAN,L,L,NJD,156,-14,13,0.2549,0,1,20182019,0,0,13.8235,0.102,49,619.6862
16,0.0,1,80,5,0,6,Oulu,FIN,1994-06-06,,189,7,2015,Markus,73,8478906,0,1,Nutivaara,Markus Nutivaara,FIN,D,L,CBJ,191,3,21,0.2625,0,0,20182019,0,0,23.075,0.0505,99,1060.7875
0,1.0,0,7,3,0,10,Kitchener,CAN,1997-12-06,ON,41,2,2016,Nathan,76,8479414,0,1,Bastian,Nathan Bastian,CAN,R,R,NJD,205,0,3,0.4285,0,0,20182019,0,0,17.0,0.2307,13,760.8571
23,1.0,0,82,4,0,6,Roberval,CAN,1998-05-12,QC,47,2,2016,Samuel,70,8479398,0,1,Girard,Samuel Girard,CAN,D,L,COL,162,8,27,0.3292,0,9,20182019,0,0,23.9756,0.0344,116,1193.5487
6,0.4947,0,64,5,0,0,Saskatoon,CAN,1994-04-22,SK,77,3,2012,Chandler,72,8476905,0,1,Stephenson,Chandler Stephenson,CAN,C,L,WSH,203,-13,11,0.1718,0,0,20182019,1,1,15.7031,0.1388,36,726.9843
6,0.4277,0,40,0,0,6,Noormarkku,FIN,1996-01-29,,65,3,2014,Juho,74,8477996,0,1,Lammikko,Juho Lammikko,FIN,R,L,FLA,191,-7,6,0.15,0,0,20182019,0,1,16.625,0.0,39,655.9
8,0.5187,0,69,5,0,26,Trebic,CZE,1987-07-02,,106,4,2005,Vladimir,71,8471743,0,1,Sobotka,Vladimir Sobotka,CZE,C,L,BUF,189,-20,13,0.1884,0,0,20182019,0,1,19.1304,0.0704,71,851.1449
1,0.4829,1,55,3,0,2,Bromont,CAN,1993-05-01,QC,,,,Frederick,72,8477919,0,1,Gaudreau,Frederick Gaudreau,CAN,C,R,NSH,179,1,4,0.0727,0,0,20182019,0,0,13.309,0.0697,43,540.8545
15,0.0,1,82,5,0,63,Uppsala,SWE,1995-02-08,,41,2,2013,Robert,74,8477462,0,1,Hagg,Robert Hagg,SWE,D,L,PHI,204,-3,20,0.2439,0,0,20182019,0,0,23.0853,0.0581,86,1016.7195
0,0.2941,0,2,0,0,0,Augsburg,DEU,1995-05-03,,,,,Nico,75,8481477,0,1,Sturm,Nico Sturm,DEU,C,L,MIN,207,0,0,0.0,0,0,20182019,0,0,18.5,0.0,7,767.0
